,u,v,distance(m),street type,speed(km/h)
15558,4716795638,4716795368,22,0,10
15559,4716795639,4716795629,3,2,20
15561,4716795639,4716795461,3,2,20
15563,4716795639,4716795396,3,1,15
15564,4716795639,4716795375,5,1,15
15565,128882422,128874960,79,1,15
15566,128882422,4698484073,60,1,15
15567,128882422,3065030525,14,1,15
15568,4716795648,4716795368,3,0,10
15570,4716795648,4716795838,9,0,10
15572,4716795649,4716795862,7,2,20
15573,4716795649,4716795625,6,1,15
15574,4716795649,4716795165,4,1,15
15575,128882436,128882451,78,1,15
15576,128882436,3065030523,35,1,15
15577,128882436,127674021,76,2,20
15578,128882451,128882436,78,2,20
15579,128882451,2347267468,32,1,15
15580,128882451,1033063237,38,1,15
15581,128882451,1033063256,37,2,20
15582,591435542,598171691,11,0,10
15583,591435542,1715989148,16,1,15
15584,591435542,846546790,8,1,15
15585,4716795678,4716795174,1,1,15
15587,4716795678,4716795173,1,2,20
15589,4716795678,4716795876,15,1,15
15591,128882462,128882408,18,1,15
15592,128882462,4698523257,51,0,10
15593,128882462,2006038538,80,1,15
15594,4716795683,4716795625,3,1,15
15596,4716795683,4716795347,13,1,15
15597,4716795683,4716795408,5,1,15
15598,4716795698,4716795461,3,1,15
15600,4716795698,4716795396,3,0,10
15602,4716795698,4716795753,5,2,20
15604,4716795701,3967630108,5,2,20
15606,4716795701,4716795148,3,1,15
15608,4716795708,4716795766,1,1,15
15611,4716795708,4716795525,1,1,15
15614,4716795711,4716795609,12,1,15
15616,4716795711,4716795574,8,1,15
15617,4716795711,4716795406,8,1,15
15618,591435584,576876786,20,0,10
15620,591435584,247689970,28,1,15
15621,591435584,163642967,75,2,20
15622,128882501,305912820,67,2,20
15623,128882501,385026689,35,0,10
15624,128882501,1033063256,37,1,15
15625,128882514,305913663,39,1,15
15626,128882514,31477172,77,1,15
15627,128882514,319860976,79,1,15
15628,4716795731,4716795413,22,2,20
15630,4716795731,4716795443,12,2,20
15631,4716795731,4716795476,10,1,15
15632,4716795732,1964023942,1,1,15
15634,4716795732,4716795789,1,1,15
15636,591435608,266737442,117,1,15
15638,591435608,3199521096,21,1,15
15640,591435609,591435610,13,1,15
15642,591435609,266737442,40,2,20
15644,591435610,163642967,45,0,10
15645,591435610,591435609,13,1,15
15647,591435610,3199521097,31,2,20
15648,4716795739,4716795594,2,1,15
15651,4716795739,4716795448,2,1,15
15652,4716795739,4716795756,5,0,10
15654,4716795739,4716795763,4,2,20
15655,4716795739,4716795330,9,2,20
15656,814520157,635560527,89,1,15
15657,814520157,814520168,61,1,15
15658,814520157,814526577,73,0,10
15659,814520162,814526971,7,1,15
15660,814520162,814520160,20,1,15
15662,4716795747,3967630107,45,1,15
15664,4716795747,4716795766,1,1,15
15667,4716795747,4716795803,1,1,15
15669,4716795747,4716795638,14,1,15
15670,814520160,814528460,88,1,15
15671,814520160,814520162,20,2,20
15673,4716795750,4716795435,1,2,20
15675,4716795750,4716795830,1,1,15
15677,128882530,3065030527,35,0,10
15678,128882530,128876909,82,2,20
15679,128882530,127674021,73,2,20
15680,814520168,814526577,41,1,15
15683,814520168,814520157,61,0,10
15684,4716795753,4716795698,5,2,20
15686,4716795753,4716795862,3,0,10
15688,4716795753,4716795503,4,1,15
15690,4716795756,4716795441,4,1,15
15692,4716795756,4716795739,5,0,10
15694,4716795757,4716795577,1,0,10
15696,4716795757,4716795812,1,2,20
15698,4716795759,1288940370,21,0,10
15699,4716795759,1964023935,3,1,15
15702,4716795759,4716795638,48,2,20
15703,4716795763,4716795994,2,2,20
15705,4716795763,4716795594,2,1,15
15708,4716795763,4716795739,4,0,10
15709,4716795763,4716795441,5,1,15
15710,4716795763,4716795470,4,1,15
15711,4716795766,4716795747,1,1,15
15714,4716795766,4716795708,1,1,15
15717,4716795768,4716795527,5,2,20
15719,4716795768,4716795814,3,2,20
15720,4716795768,4716795171,4,2,20
15721,4716795778,4716795572,4,1,15
15723,4716795778,4716795515,3,2,20
15725,4716795789,4716795732,1,1,15
15727,4716795789,4716795393,1,2,20
15729,277125012,635530028,6,1,15
15730,277125012,277125097,5,2,20
15731,277125012,1224869101,166,2,20
15732,4716795803,4716795747,1,1,15
15734,4716795803,4716795407,1,1,15
15736,4716795806,4716795413,9,1,15
15738,4716795806,4716795435,1,2,20
15740,4716795809,4716795548,7,2,20
15742,4716795809,4716795609,10,2,20
15743,4716795809,4716795613,3,1,15
15744,4716795812,4716795757,1,1,15
15746,4716795812,1964023943,1,1,15
15748,4716795814,4716795474,5,1,15
15749,4716795814,4716795768,3,1,15
15750,4716795814,4716795834,8,1,15
15751,4716795814,4716795817,6,2,20
15752,4716795817,4716795474,3,0,10
15754,4716795817,4716795408,3,0,10
15755,4716795817,4716795814,6,1,15
15756,277125043,60653733,11,0,10
15757,277125043,635530028,10,1,15
15758,277125043,709707024,19,0,10
15759,4716795830,4716795750,1,1,15
15761,4716795830,4716795555,1,0,10
15763,4716795832,4716795515,4,1,15
15766,4716795832,1964023940,4,2,20
15770,4716795832,4716795572,3,2,20
15772,4716795832,1964023934,6,0,10
15773,4716795834,1960504466,5,1,15
15774,4716795834,4716795814,8,1,15
15775,4716795834,4716795155,4,1,15
15776,4716795838,4716795443,23,2,20
15778,4716795838,4716795539,3,1,15
15780,4716795838,4716795648,9,2,20
15782,4716795846,4716795584,15,1,15
15784,4716795846,4716795175,1,2,20
15786,4716795846,4716795176,1,1,15
15788,4716795848,4716795370,5,2,20
15790,4716795848,4716795332,3,0,10
15792,4716795854,4716795167,1,2,20
15794,4716795854,4716795168,1,1,15
15796,4716795854,4716795592,15,0,10
15798,572037071,387153087,12,1,15
15799,572037071,3194806134,27,1,15
15800,4716795861,4716795564,8,1,15
15802,4716795861,4716795996,3,1,15
15804,4716795862,4716795753,3,0,10
15806,4716795862,4716795347,3,1,15
15808,4716795862,4716795649,7,2,20
15809,4716795862,4716795396,5,0,10
15810,361797592,224750210,45,2,20
15811,361797592,871135414,51,1,15
15812,4716795876,4716795678,15,2,20
15814,4716795876,4716795176,1,1,15
15816,4716795876,4716795177,1,1,15
15818,277125097,277125012,5,1,15
15819,277125097,122749619,121,1,15
15820,277125097,307349873,82,1,15
15821,4716795887,4716795144,19,1,15
15824,4716795887,1964023944,9,1,15
15827,5680175093,650288534,17,0,10
15828,5680175093,1713449449,10,0,10
15829,5680175093,938091425,7,2,20
15830,5680175093,5680175257,217,2,20
15831,579508239,579484548,45,1,15
15832,579508239,579485808,105,2,20
15833,579508239,306975715,121,2,20
15834,4157118490,30385497,9,2,20
15835,4157118490,4157116184,39,1,15
15836,4157118491,4157116186,10,1,15
15837,4157118491,4157118494,23,1,15
15839,4157118494,4157118491,23,1,15
15842,4157118500,30404319,2,1,15
15843,4157118500,4157118501,201,2,20
15844,4157118500,2569100372,191,1,15
15845,4157118501,30385739,2,1,15
15846,4157118501,248746931,205,2,20
15847,4157118501,4157118502,51,1,15
15848,4157118502,248746930,204,1,15
15849,4157118502,2249575583,150,1,15
15850,4157118503,30385740,2,1,15
15851,4157118503,250933655,75,1,15
15852,4157118503,2249575579,2,2,20
15853,4157118505,2249575583,2,2,20
15854,4157118505,30385740,2,1,15
15855,4157118505,248746927,48,2,20
15856,4157118508,30385740,2,1,15
15857,4157118508,2249575577,2,1,15
15858,4157118508,316734094,84,2,20
15859,4157118515,30385741,2,1,15
15860,4157118515,4157118521,66,1,15
15861,4157118515,250933641,233,2,20
15862,4157118521,250933625,2,1,15
15863,4157118521,4157118524,63,1,15
15864,157849660,591261641,4,1,15
15866,157849660,1668523256,17,2,20
15868,4157118524,250933566,2,1,15
15869,4157118524,250933627,202,1,15
15870,4157118524,4157118532,138,2,20
15871,4157118532,250933567,2,1,15
15872,4157118532,2074055728,198,1,15
15873,4157118532,4157118546,539,1,15
15874,4157118546,260906756,2,1,15
15875,4157118546,304536850,211,1,15
15876,4157118546,4157118550,132,2,20
15877,4157118550,260907393,2,2,20
15878,4157118550,781082017,40,0,10
15879,4157118550,2249465789,55,1,15
15880,4716795994,4716795470,4,1,15
15883,4716795994,4716795763,2,0,10
15885,4716795994,4716795586,5,2,20
15886,4716795996,4716795609,7,0,10
15888,4716795996,4716795548,10,1,15
15890,4716795996,4716795861,3,1,15
15892,1964021884,6167247321,2,1,15
15893,1964021884,591432433,33,1,15
15894,1964021884,5314227973,44,0,10
15895,1964021886,1964021902,4,1,15
15896,1964021886,591429446,89,2,20
15897,1964021887,1964021891,19,1,15
15898,1964021891,1964021887,19,0,10
15899,1964021891,1964021910,18,1,15
15900,1964021891,1964021917,9,1,15
15901,1964021893,6167254905,5,1,15
15902,1964021893,2383211240,48,1,15
15903,1964021894,1964021905,2,2,20
15904,1964021894,6167254909,107,1,15
15905,1964021894,6167247321,6,1,15
15906,1964021896,1964021916,5,1,15
15907,1964021897,591431015,55,0,10
15908,1964021897,591434144,28,1,15
15909,1964021897,1964021917,44,1,15
15910,1964021898,5856680721,7,2,20
15911,1964021898,1964021918,20,1,15
15912,1964021898,2768616811,21,2,20
15913,591435914,591435933,38,2,20
15915,591435914,294622366,3,0,10
15918,591435914,3313210952,3,2,20
15921,591435914,2936341084,11,2,20
15923,1964021902,1964021886,4,2,20
15924,1964021902,2959992602,14,2,20
15925,1964021902,591431246,77,1,15
15926,1964021902,1964021905,83,1,15
15927,1964021903,1964021910,18,2,20
15928,1964021905,1964021894,2,2,20
15929,1964021905,1964021916,13,1,15
15930,1964021905,1964021902,83,1,15
15931,1964021905,2959992605,14,1,15
15932,1964021906,1964021914,18,1,15
15933,1964021906,5856691446,16,2,20
15934,1964021906,1964021910,21,1,15
15935,1964021908,1964021917,30,1,15
15936,1964021910,1964021903,18,0,10
15937,1964021910,1964021906,21,0,10
15938,1964021910,1964021891,18,1,15
15939,1964021914,1964021906,18,1,15
15940,1964021915,591432436,19,0,10
15941,1964021915,591432437,3,2,20
15942,1964021915,5314227975,25,0,10
15943,1964021916,1964021896,5,1,15
15944,1964021916,2959992605,5,0,10
15946,1964021916,2959992602,83,2,20
15948,1964021916,1964021905,13,0,10
15949,1964021917,1964021891,9,1,15
15950,1964021917,1964021897,44,0,10
15951,1964021917,1964021908,30,1,15
15952,1964021918,1964021898,20,1,15
15953,591435933,591435914,38,2,20
15955,591435933,591435942,49,0,10
15957,591435934,591435935,10,2,20
15959,591435934,591435942,70,2,20
15961,591435941,294622365,4,1,15
15964,591435941,294627565,4,2,20
15965,591435941,591435936,177,1,15
15966,591435941,2936341081,190,0,10
15967,591435942,591435934,70,1,15
15969,591435942,591435933,49,1,15
15971,581736616,581739037,33,2,20
15972,581736616,581736637,204,0,10
15973,581736616,581735363,41,1,15
15974,591435936,591435935,4,0,10
15975,591435936,591435941,177,1,15
15976,591435936,5587544638,11,1,15
15977,591435965,3313210952,2,0,10
15980,591435965,294622367,2,0,10
15981,591435965,2936341078,12,0,10
15982,591435965,591435935,165,1,15
15983,581736637,581740425,75,1,15
15984,581736637,581736616,204,0,10
15985,581736637,581733257,90,0,10
15986,591435980,591432434,34,2,20
15987,591435981,591432435,33,0,10
15988,591435982,591432436,33,2,20
15989,2180815093,6167191172,5,1,15
15990,2180815093,2180785595,40,1,15
15991,828414268,2705184150,7,1,15
15992,828414268,846546859,5,1,15
15993,828414268,846547082,14,1,15
15994,277125478,122749830,7,0,10
15995,277125478,635529684,5,1,15
15996,277125478,1224869068,14,1,15
15997,2247268789,6167191168,4,1,15
15998,2247268789,6167440952,47,2,20
15999,372021704,233314981,47,0,10
16000,372021704,762005130,25,1,15
16001,5776644660,723954839,16,1,15
16002,581737052,581717087,31,0,10
16003,581737052,581740425,348,2,20
16004,581737052,581737067,93,2,20
16005,581737067,581717964,71,2,20
16006,581737067,581731655,599,2,20
16007,581737067,581737052,93,1,15
16008,5785557614,781145741,62,0,10
16009,5785557614,5785557618,49,1,15
16010,5785557614,125386156,50,1,15
16011,5785557617,30943323,43,0,10
16012,5785557617,306381654,102,0,10
16013,5785557617,5785557618,145,0,10
16014,5785557618,5785557614,49,2,20
16015,5785557618,781155495,55,1,15
16016,5785557618,5785557617,145,2,20
16017,277125762,710049084,3,2,20
16018,277125762,2133733623,5,1,15
16019,277125762,307349366,6,2,20
16020,5167159978,443302588,26,1,15
16021,5167159978,250480014,31,1,15
16022,5167159978,5167159980,46,1,15
16023,5167159980,5167159981,62,2,20
16024,5167159980,443302589,35,2,20
16025,5167159980,5167159978,46,2,20
16026,5167159981,443302592,40,0,10
16027,5167159981,5167159980,62,0,10
16028,5167159981,5167159984,69,0,10
16029,5167159984,443302591,10,0,10
16030,5167159984,30947984,40,0,10
16031,5167159984,5167159981,69,1,15
16032,5167159985,5167159986,41,1,15
16033,5167159986,443302587,7,1,15
16034,5167159986,4283908173,39,0,10
16035,5167159986,5167159985,41,1,15
16036,5167159987,5167159988,42,2,20
16037,5167159988,250480593,8,2,20
16038,5167159988,443302587,33,1,15
16039,5167159988,5167159987,42,2,20
16040,157850295,49492963,7,1,15
16042,157850295,49492967,23,0,10
16044,605199036,1327054074,23,0,10
16045,605199036,605199039,13,2,20
16047,605199036,1390338434,2,1,15
16048,605199037,1327054071,12,2,20
16050,605199037,1327054103,13,1,15
16052,605199039,605199036,13,1,15
16054,605199039,1327054071,41,2,20
16056,605199039,176668248,35,2,20
16058,605199040,605199041,10,0,10
16060,605199040,605199043,16,2,20
16062,605199041,605199042,16,2,20
16064,605199041,605199040,10,1,15
16066,605199041,1327054088,14,1,15
16068,605199042,605199043,10,1,15
16069,605199042,605199041,16,0,10
16071,605199042,1327054098,14,1,15
16072,605199043,605199040,16,1,15
16074,605199043,605199042,10,0,10
16075,605199043,1390338434,1,2,20
16076,2184616698,207078635,40,0,10
16078,2184616698,207078622,15,1,15
16080,2337839879,2337839881,15,1,15
16081,2337839879,2337839907,75,0,10
16082,2337839879,2337839904,18,1,15
16083,2337839881,1404216311,39,1,15
16084,2337839881,2337839904,17,1,15
16085,2337839881,2337839879,15,1,15
16086,245537551,596921130,28,2,20
16087,245537551,245537580,53,1,15
16088,245537551,596919944,52,1,15
16089,2184616722,207078611,22,0,10
16091,2184616722,207078598,22,1,15
16093,245537564,596921130,37,2,20
16094,245537564,6167344383,100,0,10
16095,245537567,596921130,16,0,10
16096,245537567,6167344382,85,0,10
16097,245537567,596918519,23,2,20
16098,2337839904,2337839881,17,1,15
16099,2337839904,1404216327,31,0,10
16100,2337839904,2337839879,18,1,15
16101,2337839907,384579128,495,0,10
16102,2337839907,2566123847,363,0,10
16105,2337839907,2337839879,75,1,15
16106,245537580,6167266589,34,0,10
16107,245537580,245537551,53,2,20
16108,245537580,6167266588,26,0,10
16109,245537592,6206871443,18,1,15
16110,245537592,4544002877,12,2,20
16111,4696480570,4696480571,17,0,10
16112,4696480570,5034416925,41,0,10
16113,4696480570,2293523305,91,0,10
16114,4696480571,1521014718,90,1,15
16115,4696480571,4696480570,17,1,15
16116,4696480571,1520694067,119,0,10
16117,245537598,6167344382,8,1,15
16118,245537598,26034662,35,0,10
16119,245537608,6167236662,7,1,15
16120,245537608,4544002874,64,1,15
16121,245537622,245537625,60,2,20
16122,245537625,6167266586,38,0,10
16123,245537625,6167266587,25,1,15
16124,245537625,245537622,60,2,20
16125,582785913,457365626,90,1,15
16126,582785913,457365601,80,0,10
16127,582785913,457365613,88,1,15
16128,5058108327,579411832,10,1,15
16129,5058108327,579410795,10,2,20
16130,5058108328,5058108331,6,1,15
16132,5058108328,579410718,54,1,15
16134,5058108329,5058108330,31,1,15
16136,5058108329,5058108331,7,1,15
16138,5058108330,579411832,102,1,15
16139,5058108330,5058108329,31,1,15
16141,5058108330,5058108333,43,1,15
16142,5058108331,5058108329,7,0,10
16144,5058108331,5058108328,6,0,10
16146,5058108333,846566057,15,1,15
16147,5058108333,5058108334,55,0,10
16148,5058108333,5058108330,43,2,20
16149,5058108334,5058108350,25,1,15
16151,5058108334,5058108333,55,2,20
16152,5058108334,5058108345,28,1,15
16153,5058108338,3413845996,68,0,10
16156,5058108338,5058108344,15,1,15
16157,5058108339,5058108340,14,1,15
16160,5058108339,257485945,83,1,15
16162,5058108339,5058108344,12,2,20
16163,5058108340,257485946,59,1,15
16165,5058108340,5058108339,14,0,10
16168,5058108340,5058108341,12,1,15
16169,5058108341,5058108344,14,0,10
16171,5058108341,5058108340,12,0,10
16172,5058108341,257485946,60,1,15
16173,5058108344,5058108338,15,1,15
16174,5058108344,5058108341,14,1,15
16176,5058108344,5058108339,12,1,15
16177,5058108345,1350268202,7,2,20
16178,5058108345,5058108334,28,0,10
16179,5058108345,3413845996,74,1,15
16180,5058108346,5058108347,20,1,15
16183,5058108346,257485948,22,1,15
16185,5058108346,579411842,14,1,15
16186,5058108347,5058108348,66,1,15
16188,5058108347,5058108346,20,1,15
16191,5058108347,579410990,14,0,10
16192,5058108348,5058108351,27,1,15
16195,5058108348,5058108347,66,1,15
16197,5058108348,5058108349,16,1,15
16198,5058108349,579410718,15,0,10
16200,5058108349,5058108350,28,1,15
16203,5058108349,5058108348,16,1,15
16204,5058108350,5058108349,28,2,20
16207,5058108350,5058108334,25,1,15
16209,5058108350,5058108351,15,2,20
16210,5058108351,257485943,23,0,10
16212,5058108351,5058108348,27,1,15
16215,5058108351,5058108350,15,1,15
16216,52599802,387153078,13,2,20
16217,52599802,1833126495,108,1,15
16218,612015102,612015103,3,2,20
16219,612015102,103293548,82,1,15
16220,612015102,612015113,23,1,15
16221,612015103,612015102,3,0,10
16222,612015103,612015106,21,2,20
16224,612015103,6167440960,29,0,10
16225,612015104,612015105,16,1,15
16227,612015104,6167440962,5,0,10
16229,612015105,612015106,36,0,10
16230,612015105,612015104,16,0,10
16232,612015105,612015200,24,0,10
16233,612015106,612015105,36,1,15
16234,612015106,612015103,21,1,15
16236,612015106,6167191168,4,0,10
16237,612015113,612015102,23,1,15
16238,52599838,777801149,43,2,20
16239,52599838,777800043,14,2,20
16240,52599856,52593421,46,1,15
16241,52599856,287629259,36,2,20
16242,52599866,52600095,25,1,15
16243,52599866,35523921,43,0,10
